Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;03.11.2022;4;6903;100;24;24;0;467;93,23;5675;761;282;144;248;87;77;10
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;03.11.2022;6;3398;100;24;24;0;0;100;2900;498;122;131;239;6;6;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;03.11.2022;Totalt i retning Hamna;10304;100;24;24;0;43;99,58;9858;403;111;220;38;34;34;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;03.11.2022;Totalt i retning Langnestunnelen;13251;100;24;24;0;615;95,36;10921;1715;445;346;795;129;112;17
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-03T00:00+01:00;2022-11-04T00:00+01:00;03.11.2022;Totalt;23555;100;24;24;0;658;97,21;20779;2118;556;566;833;163;146;17
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;1;2699;100;24;24;0;31;98,85;2512;156;33;84;29;10;10;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;2;3007;100;24;24;0;146;95,14;2411;450;40;74;301;35;28;7
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;3;7946;100;24;24;0;2;99,97;7730;214;78;114;11;11;10;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;4;6875;100;24;24;0;502;92,7;5685;688;248;119;240;81;67;14
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;6;3609;100;24;24;0;0;100;3153;456;108;109;235;4;4;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;Totalt i retning Hamna;10651;100;24;24;0;35;99,67;10244;372;112;198;41;21;20;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;Totalt i retning Langnestunnelen;13485;100;24;24;0;646;95,21;11247;1592;395;302;775;120;99;21
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-04T00:00+01:00;2022-11-05T00:00+01:00;04.11.2022;Totalt;24136;100;24;24;0;681;97,18;21491;1964;507;500;816;141;119;22
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;1;2072;100;24;24;0;14;99,32;2018;40;13;22;2;3;3;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;2;2341;100;24;24;0;11;99,53;2102;228;10;16;194;8;7;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;3;7544;100;24;24;0;6;99,92;7452;86;35;39;8;4;3;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;4;6554;100;24;24;0;99;98,49;6028;427;128;55;202;42;35;7
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;6;2779;100;24;24;0;0;100;2565;214;50;32;131;1;1;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;Totalt i retning Hamna;9613;100;24;24;0;18;99,81;9470;125;48;60;10;7;6;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;Totalt i retning Langnestunnelen;11677;100;24;24;0;112;99,04;10695;870;188;104;527;51;43;8
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-05T00:00+01:00;2022-11-06T00:00+01:00;05.11.2022;Totalt;21290;100;24;24;0;130;99,39;20165;995;236;164;537;58;49;9
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;1;1261;100;24;24;0;19;98,49;1218;24;3;15;2;4;4;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;2;566;100;24;24;0;0;100;420;146;2;4;132;8;8;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;3;2119;100;24;24;0;2;99,91;2083;34;11;10;6;7;7;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;4;2257;100;24;24;0;8;99,65;2020;229;40;16;163;10;10;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;6;1030;100;24;24;0;1;99,9;885;144;23;10;110;1;1;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;Totalt i retning Hamna;3376;100;24;24;0;18;99,47;3301;57;14;24;8;11;11;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;Totalt i retning Langnestunnelen;3857;100;24;24;0;12;99,69;3325;520;65;31;405;19;19;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-06T00:00+01:00;2022-11-07T00:00+01:00;06.11.2022;Totalt;7233;100;24;24;0;30;99,59;6626;577;79;55;413;30;30;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;1;2734;100;24;24;0;26;99,05;2557;151;38;90;10;13;13;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;2;3064;100;24;24;0;152;95,04;2431;481;48;88;306;39;35;4
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;3;7582;100;24;24;0;9;99,88;7347;226;71;113;24;18;17;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;4;7017;100;24;24;0;391;94,43;5897;729;265;142;249;73;63;10
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;6;3229;100;24;24;0;0;100;2810;419;120;72;216;11;11;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;Totalt i retning Hamna;10321;100;24;24;0;35;99,66;9910;376;109;202;34;31;30;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;Totalt i retning Langnestunnelen;13305;100;24;24;0;543;95,92;11132;1630;433;303;771;123;109;14
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-07T00:00+01:00;2022-11-08T00:00+01:00;07.11.2022;Totalt;23626;100;24;24;0;578;97,55;21042;2006;542;505;805;154;139;15
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;1;2612;100;24;24;0;27;98,97;2451;134;40;72;15;7;7;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;2;2894;100;24;24;0;153;94,71;2292;449;45;71;298;35;31;4
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;3;7109;100;24;24;0;2;99,97;6915;192;82;85;12;13;13;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;4;6632;100;24;24;0;488;92,64;5488;656;236;115;233;72;60;12
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;6;3131;100;24;24;0;0;100;2724;407;123;66;208;10;10;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;Totalt i retning Hamna;9722;100;24;24;0;31;99,68;9366;325;122;156;27;20;20;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;Totalt i retning Langnestunnelen;12656;100;24;24;0;639;94,95;10504;1513;404;253;739;117;101;16
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-08T00:00+01:00;2022-11-09T00:00+01:00;08.11.2022;Totalt;22378;100;24;24;0;670;97,01;19870;1838;526;409;766;137;121;16
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;1;2852;100;24;24;0;34;98,81;2638;180;35;107;26;12;12;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;2;2914;100;24;24;0;159;94,54;2310;445;39;68;296;42;36;6
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;3;7295;100;24;24;0;5;99,93;7102;188;78;81;7;22;22;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;4;6622;100;24;24;0;408;93,84;5554;660;240;110;260;50;43;7
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;6;3256;100;24;24;0;0;100;2778;478;105;131;237;5;5;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;Totalt i retning Hamna;10149;100;24;24;0;40;99,61;9741;368;114;187;33;34;34;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;Totalt i retning Langnestunnelen;12790;100;24;24;0;566;95,57;10641;1583;383;310;793;97;84;13
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-09T00:00+01:00;2022-11-10T00:00+01:00;09.11.2022;Totalt;22939;100;24;24;0;606;97,36;20382;1951;497;497;826;131;118;13
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;1;2669;100;24;24;0;31;98,84;2520;118;38;62;8;10;10;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;2;3105;100;24;24;0;173;94,43;2498;434;37;65;291;41;38;3
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;3;7916;100;24;24;0;4;99,95;7703;209;77;99;15;18;17;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;4;7090;100;24;24;0;483;93,19;5875;732;265;119;259;89;74;15
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;6;3314;100;24;24;0;0;100;2861;453;131;95;222;5;5;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;Totalt i retning Hamna;10586;100;24;24;0;36;99,66;10222;328;115;161;23;29;28;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;Totalt i retning Langnestunnelen;13508;100;24;24;0;655;95,15;11235;1618;433;279;772;134;116;18
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-10T00:00+01:00;2022-11-11T00:00+01:00;10.11.2022;Totalt;24094;100;24;24;0;691;97,13;21457;1946;548;440;795;163;144;19
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;1;2753;100;24;24;0;29;98,95;2624;100;33;50;7;10;10;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;2;3231;100;24;24;0;162;94,99;2602;467;41;77;313;36;33;3
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;3;8606;100;24;24;0;9;99,9;8388;209;76;98;18;17;17;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;4;7297;100;24;24;0;518;92,9;6094;685;246;120;246;73;64;9
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;6;3788;100;24;24;0;0;100;3395;393;107;67;217;2;2;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;Totalt i retning Hamna;11359;100;24;24;0;39;99,66;11012;308;108;148;25;27;27;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;Totalt i retning Langnestunnelen;14316;100;24;24;0;679;95,26;12091;1546;395;264;776;111;99;12
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-11T00:00+01:00;2022-11-12T00:00+01:00;11.11.2022;Totalt;25675;100;24;24;0;718;97,2;23103;1854;503;412;801;138;126;12
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;1;2430;100;24;24;0;32;98,68;2351;47;25;18;2;2;2;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;2;2443;100;24;24;0;11;99,55;2206;226;6;20;193;7;7;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;3;7703;100;24;24;0;112;98,55;7491;100;32;41;15;12;10;2
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;4;6956;100;24;24;0;108;98,45;6410;438;135;52;203;48;41;7
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;6;2856;100;24;24;0;0;100;2659;197;53;14;130;0;0;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;Totalt i retning Hamna;10131;100;24;24;0;142;98,6;9842;147;57;59;17;14;12;2
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;Totalt i retning Langnestunnelen;12257;100;24;24;0;121;99,01;11275;861;194;86;526;55;48;7
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-12T00:00+01:00;2022-11-13T00:00+01:00;12.11.2022;Totalt;22388;100;24;24;0;263;98,83;21117;1008;251;145;543;69;60;9
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;1;1159;100;24;24;0;18;98,45;1116;25;4;8;5;8;7;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;2;553;100;24;24;0;1;99,82;410;142;3;7;122;10;10;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;3;1996;100;24;24;0;2;99,9;1973;21;5;8;5;3;3;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;4;2202;100;24;24;0;3;99,86;1980;219;24;15;164;16;16;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;6;968;100;24;24;0;1;99,9;830;137;15;9;111;2;2;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;Totalt i retning Hamna;3153;100;24;24;0;18;99,43;3089;46;9;16;10;11;10;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;Totalt i retning Langnestunnelen;3725;100;24;24;0;7;99,81;3220;498;42;31;397;28;28;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-13T00:00+01:00;2022-11-14T00:00+01:00;13.11.2022;Totalt;6878;100;24;24;0;25;99,64;6309;544;51;47;407;39;38;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;1;3220;100;24;24;0;46;98,57;3068;106;45;41;14;6;6;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;2;3497;100;24;24;0;167;95,22;2858;472;37;81;304;50;45;5
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;3;7819;100;24;24;0;3;99,96;7602;214;77;103;15;19;18;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;4;7245;100;24;24;0;428;94,09;6050;767;273;116;274;104;94;10
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;6;3305;100;24;24;0;6;99,82;2904;395;120;73;193;9;9;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;Totalt i retning Hamna;11046;100;24;24;0;54;99,51;10671;321;122;144;30;25;24;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;Totalt i retning Langnestunnelen;14040;100;24;24;0;596;95,75;11811;1633;430;270;770;163;148;15
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-14T00:00+01:00;2022-11-15T00:00+01:00;14.11.2022;Totalt;25086;100;24;24;0;650;97,41;22482;1954;552;414;800;188;172;16
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;1;2630;100;24;24;0;23;99,13;2453;154;45;80;18;11;10;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;2;2969;100;24;24;0;183;93,84;2356;430;37;58;299;36;32;4
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;3;7545;100;24;24;0;2;99,97;7339;204;80;104;8;12;12;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;4;6743;100;24;24;0;461;93,16;5632;650;232;110;252;56;44;12
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;6;3243;100;24;24;0;2;99,94;2819;422;100;109;208;5;5;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;Totalt i retning Hamna;10177;100;24;24;0;25;99,75;9792;360;126;184;26;24;22;2
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;Totalt i retning Langnestunnelen;12953;100;24;24;0;646;95,01;10807;1500;368;277;759;96;81;15
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-15T00:00+01:00;2022-11-16T00:00+01:00;15.11.2022;Totalt;23130;100;24;24;0;671;97,1;20599;1860;494;461;785;120;103;17
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;1;2730;100;24;24;0;26;99,05;2551;153;33;78;25;17;17;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;2;2969;100;24;24;0;185;93,77;2337;447;37;73;296;41;36;5
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;3;7538;100;24;24;0;4;99,95;7306;228;90;102;15;21;21;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;4;6569;100;24;24;0;579;91,19;5306;684;266;108;234;76;68;8
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;6;3253;100;24;24;0;0;100;2822;431;105;90;231;5;5;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;Totalt i retning Hamna;10267;100;24;24;0;30;99,71;9857;380;122;180;40;38;38;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;Totalt i retning Langnestunnelen;12792;100;24;24;0;764;94,03;10465;1563;409;271;761;122;109;13
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-16T00:00+01:00;2022-11-17T00:00+01:00;16.11.2022;Totalt;23059;100;24;24;0;794;96,56;20322;1943;531;451;801;160;147;13
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;1;2837;100;24;24;0;19;99,33;2658;160;40;92;20;8;7;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;2;3258;100;24;24;0;215;93,4;2579;464;30;76;307;51;44;7
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;3;8282;100;24;24;0;3;99,96;8079;200;74;97;17;12;12;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;4;7050;100;24;24;0;628;91,09;5757;665;226;116;237;86;75;11
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;6;3528;100;24;24;0;0;100;3074;454;117;104;229;4;4;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;Totalt i retning Hamna;11117;100;24;24;0;22;99,8;10738;357;112;188;37;20;19;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;Totalt i retning Langnestunnelen;13838;100;24;24;0;843;93,91;11409;1586;375;297;773;141;123;18
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-17T00:00+01:00;2022-11-18T00:00+01:00;17.11.2022;Totalt;24955;100;24;24;0;865;96,53;22147;1943;487;485;810;161;142;19
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;1;2879;100;24;24;0;30;98,96;2744;105;35;44;13;13;12;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;2;3324;100;24;24;0;184;94,46;2676;464;36;77;322;29;27;2
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;3;8447;100;24;24;0;5;99,94;8229;213;80;103;15;15;15;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;4;6949;100;24;24;0;654;90,59;5649;646;242;112;230;62;52;10
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;6;3745;100;24;24;0;0;100;3365;380;102;55;216;7;7;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;Totalt i retning Hamna;11325;100;24;24;0;35;99,69;10974;316;115;146;28;27;26;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;Totalt i retning Langnestunnelen;14019;100;24;24;0;838;94,02;11689;1492;380;245;768;99;87;12
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-18T00:00+01:00;2022-11-19T00:00+01:00;18.11.2022;Totalt;25344;100;24;24;0;873;96,56;22663;1808;495;391;796;126;113;13
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;19.11.2022;1;2448;100;24;24;0;21;99,14;2388;39;17;13;2;7;6;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;19.11.2022;2;2475;100;24;24;0;6;99,76;2209;260;12;14;225;9;8;1
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;19.11.2022;3;7880;100;24;24;0;9;99,89;7784;87;50;25;7;5;5;0
14843V1125937;GiÊverbukta nord;EV8 S1D10 m31;2022-11-19T00:00+01:00;2022-11-20T00:00+01:00;19.11.2022;4;6680;100;24;24;0;221;96,69;6015;444;146;52;196;50;45;5
