Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;1;8078;100;24;24;0;0;100;7743;335;110;117;105;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;2;7906;100;24;24;0;2;99,97;7600;304;83;116;104;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;Totalt i retning Kval¯ya;8079;100;24;24;0;0;100;7744;335;110;117;105;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;Totalt i retning Troms¯;7905;100;24;24;0;2;99,97;7599;304;83;116;104;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-01T00:00+02:00;2022-10-02T00:00+02:00;01.10.2022;Totalt;15984;100;24;24;0;2;99,99;15343;639;193;233;209;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;1;6810;100;24;24;0;0;100;6537;273;84;98;88;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;2;7413;100;24;24;0;0;100;7115;298;91;118;88;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt i retning Kval¯ya;6810;100;24;24;0;0;100;6537;273;84;98;88;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt i retning Troms¯;7413;100;24;24;0;0;100;7115;298;91;118;88;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt;14223;100;24;24;0;0;100;13652;571;175;216;176;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;1;9002;100;24;24;0;0;100;8291;711;203;253;226;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;2;9086;100;24;24;0;2;99,98;8386;698;185;268;219;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt i retning Kval¯ya;9000;100;24;24;0;0;100;8290;710;203;253;226;28;28;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt i retning Troms¯;9088;100;24;24;0;2;99,98;8387;699;185;268;219;27;27;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt;18088;100;24;24;0;2;99,99;16677;1409;388;521;445;55;55;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;1;9474;100;24;24;0;0;100;8764;710;181;280;225;24;24;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;2;9485;100;24;24;0;3;99,97;8789;693;165;280;223;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt i retning Kval¯ya;9473;100;24;24;0;0;100;8763;710;181;280;225;24;24;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt i retning Troms¯;9486;100;24;24;0;3;99,97;8790;693;165;280;223;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt;18959;100;24;24;0;3;99,98;17553;1403;346;560;448;49;49;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;1;9106;100;24;24;0;0;100;8441;665;177;239;230;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;2;9167;100;24;24;0;0;100;8482;685;170;262;237;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt i retning Kval¯ya;9107;100;24;24;0;0;100;8442;665;177;239;230;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt i retning Troms¯;9166;100;24;24;0;0;100;8481;685;170;262;237;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt;18273;100;24;24;0;0;100;16923;1350;347;501;467;35;35;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;1;8723;100;24;24;0;0;100;8089;634;159;221;225;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;2;8709;100;24;24;0;0;100;8059;650;166;229;228;27;27;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt i retning Kval¯ya;8723;100;24;24;0;0;100;8089;634;159;221;225;29;29;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt i retning Troms¯;8709;100;24;24;0;0;100;8059;650;166;229;228;27;27;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt;17432;100;24;24;0;0;100;16148;1284;325;450;453;56;56;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;1;8429;100;24;24;0;0;100;7845;584;143;220;210;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;2;8284;100;24;24;0;2;99,98;7700;582;146;203;219;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt i retning Kval¯ya;8430;100;24;24;0;0;100;7846;584;143;220;210;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt i retning Troms¯;8283;100;24;24;0;2;99,98;7699;582;146;203;219;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt;16713;100;24;24;0;2;99,99;15545;1166;289;423;429;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;1;6444;100;24;24;0;0;100;6146;298;82;101;113;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;2;6403;100;24;24;0;1;99,98;6126;276;72;87;115;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt i retning Kval¯ya;6444;100;24;24;0;0;100;6146;298;82;101;113;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt i retning Troms¯;6403;100;24;24;0;1;99,98;6126;276;72;87;115;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt;12847;100;24;24;0;1;99,99;12272;574;154;188;228;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;1;5447;100;24;24;0;0;100;5214;233;63;80;87;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;2;5646;100;24;24;0;0;100;5432;214;48;82;84;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt i retning Kval¯ya;5447;100;24;24;0;0;100;5214;233;63;80;87;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt i retning Troms¯;5646;100;24;24;0;0;100;5432;214;48;82;84;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt;11093;100;24;24;0;0;100;10646;447;111;162;171;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;1;8164;91,7;24;24;2;0;100;7592;572;137;217;200;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;2;8240;91,7;24;24;2;0;100;7669;571;125;222;202;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt i retning Kval¯ya;8165;91,7;24;24;2;0;100;7592;573;138;217;200;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt i retning Troms¯;8239;91,7;24;24;2;0;100;7669;570;124;222;202;22;22;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt;16404;91,7;24;24;2;0;100;15261;1143;262;439;402;40;40;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;1;9198;100;24;24;0;0;100;8536;662;171;253;224;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;2;9291;100;24;24;0;0;100;8630;661;165;255;225;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt i retning Kval¯ya;9198;100;24;24;0;0;100;8536;662;171;253;224;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt i retning Troms¯;9291;100;24;24;0;0;100;8630;661;165;255;225;16;16;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt;18489;100;24;24;0;0;100;17166;1323;336;508;449;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;1;9088;100;24;24;0;0;100;8473;615;167;193;236;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;2;9110;100;24;24;0;0;100;8490;620;161;194;247;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt i retning Kval¯ya;9087;100;24;24;0;0;100;8472;615;167;193;236;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt i retning Troms¯;9111;100;24;24;0;0;100;8491;620;161;194;247;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt;18198;100;24;24;0;0;100;16963;1235;328;387;483;37;37;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;1;9201;100;24;24;0;0;100;8565;636;164;231;221;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;2;9163;100;24;24;0;0;100;8549;614;152;217;225;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt i retning Kval¯ya;9201;100;24;24;0;0;100;8565;636;164;231;221;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt i retning Troms¯;9163;100;24;24;0;0;100;8549;614;152;217;225;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt;18364;100;24;24;0;0;100;17114;1250;316;448;446;40;40;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;1;9693;100;24;24;0;1;99,99;9010;682;170;273;222;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;2;9218;100;24;24;0;1;99,99;8595;622;144;237;221;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt i retning Kval¯ya;9693;100;24;24;0;1;99,99;9010;682;170;273;222;17;17;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt i retning Troms¯;9218;100;24;24;0;1;99,99;8595;622;144;237;221;20;20;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt;18911;100;24;24;0;2;99,99;17605;1304;314;510;443;37;37;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;1;7424;100;24;24;0;1;99,99;7154;269;61;104;102;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;2;7387;100;24;24;0;2;99,97;7086;299;81;106;108;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt i retning Kval¯ya;7424;100;24;24;0;1;99,99;7154;269;61;104;102;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt i retning Troms¯;7387;100;24;24;0;2;99,97;7086;299;81;106;108;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt;14811;100;24;24;0;3;99,98;14240;568;142;210;210;6;6;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;1;6087;100;24;24;0;0;100;5830;257;81;77;97;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;2;6496;100;24;24;0;0;100;6227;269;62;106;99;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt i retning Kval¯ya;6088;100;24;24;0;0;100;5831;257;81;77;97;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt i retning Troms¯;6495;100;24;24;0;0;100;6226;269;62;106;99;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt;12583;100;24;24;0;0;100;12057;526;143;183;196;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;1;8980;100;24;24;0;0;100;8344;636;153;240;213;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;2;9066;100;24;24;0;0;100;8431;635;156;239;212;28;28;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt i retning Kval¯ya;8980;100;24;24;0;0;100;8344;636;153;240;213;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt i retning Troms¯;9066;100;24;24;0;0;100;8431;635;156;239;212;28;28;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt;18046;100;24;24;0;0;100;16775;1271;309;479;425;58;58;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;1;8877;100;24;24;0;0;100;8227;650;169;240;215;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;2;8848;100;24;24;0;0;100;8200;648;174;236;213;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;Totalt i retning Kval¯ya;8877;100;24;24;0;0;100;8227;650;169;240;215;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;Totalt i retning Troms¯;8848;100;24;24;0;0;100;8200;648;174;236;213;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;Totalt;17725;100;24;24;0;0;100;16427;1298;343;476;428;51;51;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;1;9053;100;24;24;0;1;99,99;8488;564;142;196;214;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;2;9064;100;24;24;0;0;100;8489;575;143;200;218;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;Totalt i retning Kval¯ya;9053;100;24;24;0;1;99,99;8488;564;142;196;214;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;Totalt i retning Troms¯;9064;100;24;24;0;0;100;8489;575;143;200;218;14;14;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;Totalt;18117;100;24;24;0;1;99,99;16977;1139;285;396;432;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;1;9158;100;24;24;0;11;99,88;8444;703;176;269;238;20;19;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;2;9056;100;24;24;0;0;100;8387;669;163;267;226;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;Totalt i retning Kval¯ya;9158;100;24;24;0;11;99,88;8444;703;176;269;238;20;19;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;Totalt i retning Troms¯;9056;100;24;24;0;0;100;8387;669;163;267;226;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;Totalt;18214;100;24;24;0;11;99,94;16831;1372;339;536;464;33;32;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;1;9135;100;24;24;0;0;100;8514;621;155;227;227;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;2;8953;100;24;24;0;0;100;8313;640;158;234;230;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;Totalt i retning Kval¯ya;9136;100;24;24;0;0;100;8515;621;155;227;227;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;Totalt i retning Troms¯;8952;100;24;24;0;0;100;8312;640;158;234;230;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;Totalt;18088;100;24;24;0;0;100;16827;1261;313;461;457;30;30;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;1;6777;100;24;24;0;1;99,99;6508;268;70;77;118;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;2;6747;100;24;24;0;1;99,99;6485;261;61;80;119;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;Totalt i retning Kval¯ya;6777;100;24;24;0;1;99,99;6508;268;70;77;118;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;Totalt i retning Troms¯;6747;100;24;24;0;1;99,99;6485;261;61;80;119;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;Totalt;13524;100;24;24;0;2;99,99;12993;529;131;157;237;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;1;5000;100;24;24;0;0;100;4802;198;54;54;87;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;2;5218;100;24;24;0;0;100;5011;207;49;67;87;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;Totalt i retning Kval¯ya;5000;100;24;24;0;0;100;4802;198;54;54;87;3;3;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;Totalt i retning Troms¯;5218;100;24;24;0;0;100;5011;207;49;67;87;4;4;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;Totalt;10218;100;24;24;0;0;100;9813;405;103;121;174;7;7;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;1;8623;100;24;24;0;0;100;8055;568;156;178;215;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;2;8611;100;24;24;0;0;100;8061;550;148;172;209;21;21;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;Totalt i retning Kval¯ya;8623;100;24;24;0;0;100;8055;568;156;178;215;19;19;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;Totalt i retning Troms¯;8611;100;24;24;0;0;100;8061;550;148;172;209;21;21;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;Totalt;17234;100;24;24;0;0;100;16116;1118;304;350;424;40;40;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;1;8861;100;24;24;0;20;99,77;8264;577;173;176;213;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;2;8867;100;24;24;0;0;100;8287;580;174;174;214;18;17;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;Totalt i retning Kval¯ya;8861;100;24;24;0;20;99,77;8264;577;173;176;213;15;15;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;Totalt i retning Troms¯;8867;100;24;24;0;0;100;8287;580;174;174;214;18;17;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;Totalt;17728;100;24;24;0;20;99,89;16551;1157;347;350;427;33;32;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;1;8875;100;24;24;0;0;100;8293;582;152;199;210;21;20;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;2;8776;100;24;24;0;0;100;8194;582;153;199;207;23;23;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;Totalt i retning Kval¯ya;8874;100;24;24;0;0;100;8292;582;152;199;210;21;20;1
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;Totalt i retning Troms¯;8777;100;24;24;0;0;100;8195;582;153;199;207;23;23;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;Totalt;17651;100;24;24;0;0;100;16487;1164;305;398;417;44;43;1
